Date; Open; High; Low; Close; Volume
27/12/2019;6670;6700;6670;6695;2.9945E+13
30/12/2019;6680;6720;6670;6685;6.1168E+12
02/01/2020;6695;6780;6680;6690;4.9445E+13
03/01/2020;6750;6800;6725;6800;4.77555E+14
06/01/2020;6720;6750;6690;6735;2.73E+11
07/01/2020;6735;6770;6730;6740;4.50225E+14
08/01/2020;6670;6745;6670;6680;5.36925E+14
09/01/2020;6740;6755;6730;6740;4.03635E+14
10/01/2020;6765;6825;6710;6725;7.3362E+12
13/01/2020;6740;6760;6735;6745;6.7855E+13
14/01/2020;6745;6885;6740;6870;9.3582E+12
15/01/2020;6870;7060;6800;6835;7.56235E+14
16/01/2020;6805;6890;6795;6850;8.89315E+14
17/01/2020;6840;6890;6800;6875;3.82495E+14
20/01/2020;6950;6975;6830;6835;9.35545E+14
21/01/2020;6885;6895;6825;6830;1.03984E+14
22/01/2020;6855;6895;6835;6840;9.43115E+14
23/01/2020;6885;6895;6830;6840;8.7728E+12
24/01/2020;6820;6880;6810;6810;6.96535E+14
27/01/2020;6865;6940;6815;6840;3.9679E+13
28/01/2020;6835;6845;6755;6790;8.2615E+13
29/01/2020;6800;6845;6770;6785;4.3821E+13
30/01/2020;6845;6845;6730;6740;7.199E+12
31/01/2020;6800;6805;6480;6480;1.63137E+14
03/02/2020;6480;6585;6370;6440;1.49797E+14
04/02/2020;6570;6620;6520;6600;1.13317E+14
05/02/2020;6780;6780;6650;6730;1.23002E+14
06/02/2020;6740;6780;6680;6740;1.54693E+14
07/02/2020;6710;6780;6705;6760;8.2609E+14
10/02/2020;6760;6785;6630;6785;6.65785E+14
11/02/2020;6785;6785;6745;6780;7.75265E+14
12/02/2020;6800;6800;6760;6800;6.99715E+14
13/02/2020;6820;6820;6740;6790;4.9737E+13
14/02/2020;6780;6795;6675;6680;1.47028E+14
17/02/2020;6680;6750;6680;6720;1.15319E+14
18/02/2020;6685;6720;6670;6695;9.84365E+14
19/02/2020;6665;6760;6665;6695;7.4594E+12
20/02/2020;6690;6695;6565;6595;1.36724E+14
21/02/2020;6600;6660;6595;6615;9.8261E+14
24/02/2020;6565;6600;6510;6525;8.491E+12
25/02/2020;6550;6560;6510;6530;8.64465E+14
26/02/2020;6500;6535;6420;6420;9.28245E+14
27/02/2020;6470;6475;6200;6290;1.29254E+14
28/02/2020;6200;6290;6035;6290;1.69947E+14
02/03/2020;6290;6290;6035;6080;1.44872E+14
03/03/2020;6200;6350;6200;6320;1.14663E+14
04/03/2020;6315;6500;6260;6440;8.3025E+13
05/03/2020;6540;6540;6340;6435;7.7583E+13
06/03/2020;6350;6350;6200;6200;7.78355E+14
09/03/2020;6000;6040;5785;5785;1.40889E+14
10/03/2020;5840;6010;5840;5925;1.33667E+14
11/03/2020;5950;5980;5790;5850;9.32045E+14
12/03/2020;5600;5640;5460;5560;1.29845E+14
13/03/2020;5560;5750;5175;5660;2.1169E+13
16/03/2020;5660;5660;5315;5505;1.50548E+14
17/03/2020;5495;5505;5120;5120;2.122E+11
18/03/2020;5120;5380;4765;5000;1.80053E+14
19/03/2020;4995;4995;4650;4650;2.64419E+14
20/03/2020;4600;5385;4325;4735;3.35132E+13
23/03/2020;4760;5000;4405;4430;2.17843E+14
24/03/2020;4450;4995;4450;4500;2.53971E+14
26/03/2020;4650;5395;4650;5280;3.31633E+14
27/03/2020;5360;5895;5355;5510;2.69683E+14
30/03/2020;5480;5555;5155;5495;1.59964E+14
31/03/2020;5660;5710;5485;5525;1.82638E+14
01/04/2020;5560;5750;5425;5480;1.52832E+14
02/04/2020;5470;5470;5360;5410;1.36623E+14
03/04/2020;5460;5530;5365;5495;1.10506E+13
06/04/2020;5520;5740;5495;5735;7.8184E+12
07/04/2020;5735;6100;5580;5655;1.49153E+14
08/04/2020;5655;5660;5480;5635;1.06112E+14
09/04/2020;5600;5695;5500;5595;8.9997E+13
13/04/2020;5540;5615;5480;5500;5.8043E+13
14/04/2020;5505;5590;5445;5515;9.5796E+14
15/04/2020;5515;5630;5445;5485;9.5342E+12
16/04/2020;5485;5520;5185;5240;1.76991E+14
17/04/2020;5300;5445;5280;5425;1.60935E+14
20/04/2020;5430;5500;5330;5355;9.0744E+14
21/04/2020;5355;5355;5160;5160;7.3431E+13
22/04/2020;5160;5235;5045;5145;1.07263E+14
23/04/2020;5180;5245;5120;5120;1.05419E+14
24/04/2020;5120;5140;4920;4920;1.31149E+14
27/04/2020;4940;5020;4855;4960;1.51103E+14
28/04/2020;4960;4975;4805;4830;1.80488E+13
29/04/2020;4825;4850;4800;4850;1.21161E+14
30/04/2020;4880;5250;4880;5170;1.74081E+14
04/05/2020;5150;5300;5000;5220;1.14497E+14
05/05/2020;5220;5340;5200;5285;1.18643E+14
06/05/2020;5315;5370;5300;5355;8.63955E+14
08/05/2020;5345;5400;5150;5245;1.23028E+13
11/05/2020;5245;5325;5245;5295;4.06155E+14
12/05/2020;5340;5340;5030;5220;1.1866E+12
13/05/2020;5160;5170;5085;5110;9.4973E+13
14/05/2020;5070;5110;4905;4920;1.31268E+13
15/05/2020;4920;4995;4680;4785;2.0579E+13
18/05/2020;4800;4845;4750;4765;1.39997E+14
19/05/2020;4840;4960;4680;4680;1.28504E+14
20/05/2020;4720;4800;4690;4765;1.19158E+13
26/05/2020;4775;5000;4775;4970;1.76077E+14
27/05/2020;4970;5000;4855;4965;1.51753E+14
28/05/2020;5000;5320;5000;5295;2.29233E+14
29/05/2020;5295;5295;5190;5190;3.99414E+13
02/06/2020;5260;5500;5240;5360;1.81369E+14
03/06/2020;5410;5780;5400;5780;2.79673E+14
04/06/2020;5780;5990;5600;5790;2.36158E+14
05/06/2020;5790;5855;5585;5725;8.81575E+14
08/06/2020;5755;5925;5755;5900;1.73557E+14
09/06/2020;5940;5995;5795;5805;1.0011E+13
10/06/2020;5800;5865;5595;5800;1.15382E+14
11/06/2020;5750;5810;5605;5680;8.51875E+14
12/06/2020;5680;5680;5480;5670;9.6044E+14
15/06/2020;5680;5710;5500;5500;1.00844E+14
16/06/2020;5580;5795;5580;5760;9.15185E+14
17/06/2020;5800;5800;5680;5720;79799998803
18/06/2020;5720;5740;5585;5585;6.8032E+12
19/06/2020;5600;5650;5545;5575;1.09989E+14
22/06/2020;5595;5660;5530;5540;5.15905E+14
23/06/2020;5570;5660;5520;5620;6.9954E+12
24/06/2020;5650;5760;5640;5705;5.7333E+13
25/06/2020;5700;5745;5640;5725;5.1415E+13
26/06/2020;5720;5760;5640;5645;5.74675E+14
29/06/2020;5640;5695;5585;5675;4.87965E+14
30/06/2020;5700;5740;5660;5695;7.4474E+12
01/07/2020;5700;5800;5675;5800;6.3959E+13
02/07/2020;5775;5870;5760;5870;7.55855E+14
03/07/2020;5870;5905;5840;5870;5.2219E+13
06/07/2020;5860;5935;5850;5935;67799998983
07/07/2020;5940;5995;5900;5990;7.4168E+12
08/07/2020;5990;6265;5980;6200;1.06444E+14
09/07/2020;6210;6240;6030;6100;9.35435E+14
10/07/2020;6100;6240;6080;6200;6.7224E+12
13/07/2020;6230;6240;6140;6175;8.6006E+14
14/07/2020;6175;6200;6110;6200;4.56165E+14
15/07/2020;6200;6240;6150;6150;6.1468E+12
16/07/2020;6150;6200;6140;6180;6.65205E+14
17/07/2020;6135;6180;6040;6120;7.3348E+12
20/07/2020;6120;6160;6060;6140;5.97945E+14
21/07/2020;6100;6235;6100;6200;8.41595E+14
22/07/2020;6210;6250;6130;6180;4.47255E+14
23/07/2020;6180;6215;6140;6200;8.40265E+14
24/07/2020;6200;6200;6100;6100;5.83665E+14
27/07/2020;6100;6140;6000;6100;4.19725E+14
28/07/2020;6120;6200;6060;6185;6.5279E+13
29/07/2020;6185;6185;6100;6135;5.02625E+14
30/07/2020;6135;6240;6055;6240;8.05335E+14
03/08/2020;6220;6235;5825;6130;1.37079E+14
04/08/2020;6155;6220;6130;6210;7.9357E+13
05/08/2020;6200;6220;6100;6205;4.9393E+13
06/08/2020;6215;6295;6185;6260;5.52585E+14
07/08/2020;6265;6285;6160;6180;4.3621E+13
10/08/2020;6180;6200;6105;6120;3.77745E+14
11/08/2020;6140;6200;6130;6175;3.87955E+14
12/08/2020;6175;6260;6160;6260;3.5612E+12
13/08/2020;6260;6300;6180;6300;4.8581E+13
14/08/2020;6300;6405;6240;6405;5.7316E+12
18/08/2020;6405;6425;6300;6360;8.15635E+14
19/08/2020;6360;6410;6310;6330;5.87935E+14
24/08/2020;6340;6380;6280;6315;6.68825E+14
25/08/2020;6320;6380;6305;6365;4.9211E+13
26/08/2020;6385;6390;6305;6340;4.2983E+13
27/08/2020;6365;6600;6340;6600;6.8326E+12
28/08/2020;6560;6600;6425;6495;5.22925E+14
31/08/2020;6500;6540;6275;6275;9.7032E+12
01/09/2020;6280;6520;6240;6520;6.7446E+12
02/09/2020;6520;6560;6365;6435;6.6065E+13
03/09/2020;6465;6500;6300;6500;6.82085E+14
04/09/2020;6450;6450;6265;6380;8.06135E+14
07/09/2020;6335;6360;6200;6285;6.42495E+14
08/09/2020;6285;6360;6285;6335;3.9649E+13
09/09/2020;6300;6320;6210;6245;4.9285E+13
10/09/2020;6220;6220;5810;5810;1.75735E+14
11/09/2020;5800;5975;5620;5905;4.03032E+14
14/09/2020;6000;6115;5985;6050;1.38115E+14
15/09/2020;6040;6100;5860;5860;1.70087E+14
16/09/2020;5860;5870;5745;5750;1.58565E+14
17/09/2020;5750;5855;5665;5755;1.38796E+13
18/09/2020;5700;5735;5570;5630;3.16912E+13
21/09/2020;5640;5735;5595;5605;1.12443E+14
22/09/2020;5520;5565;5430;5450;1.63442E+14
23/09/2020;5450;5585;5425;5505;1.00517E+14
24/09/2020;5430;5535;5390;5445;8.86185E+14
25/09/2020;5480;5625;5460;5610;1.00705E+14
28/09/2020;5650;5695;5500;5515;9.3522E+12
29/09/2020;5575;5635;5460;5505;1.17778E+14
30/09/2020;5565;5565;5420;5420;1.07377E+14
01/10/2020;5485;5570;5480;5570;5.6893E+13
02/10/2020;5560;5565;5440;5505;6.6848E+12
05/10/2020;5515;5560;5460;5520;5.8291E+13
06/10/2020;5630;5715;5600;5700;1.41955E+14
07/10/2020;5600;5755;5580;5755;8.99375E+14
08/10/2020;5790;5800;5710;5780;7.73845E+14
09/10/2020;5750;5775;5720;5775;5.42505E+14
12/10/2020;5840;5875;5830;5855;8.29185E+14
13/10/2020;5840;5860;5770;5855;4.82505E+14
14/10/2020;5840;5900;5810;5900;8.31175E+14
15/10/2020;5875;5880;5760;5785;8.2067E+13
16/10/2020;5785;5790;5730;5760;8.90515E+14
19/10/2020;5750;5900;5710;5900;5.68715E+14
20/10/2020;5880;5880;5785;5805;7.49955E+14
21/10/2020;5860;5865;5730;5780;7.7944E+12
22/10/2020;5740;5800;5705;5800;9.68725E+14
23/10/2020;5840;5840;5750;5770;6.6328E+12
26/10/2020;5725;5835;5725;5815;7.04525E+14
27/10/2020;5815;5830;5755;5790;8.9482E+12
02/11/2020;5760;5825;5720;5820;1.51007E+14
03/11/2020;5840;5895;5835;5890;7.8152E+12
04/11/2020;5900;5940;5785;5820;7.8626E+12
05/11/2020;5900;6180;5900;6150;1.6109E+13
06/11/2020;6160;6300;6060;6300;1.37303E+14
09/11/2020;6300;6400;6215;6285;8.27395E+14
10/11/2020;6395;6600;6380;6480;1.91073E+14
11/11/2020;6540;6565;6480;6540;1.31383E+14
12/11/2020;6410;6495;6405;6420;8.30825E+14
13/11/2020;6420;6450;6320;6390;8.23745E+14
16/11/2020;6485;6485;6385;6480;5.4905E+13
17/11/2020;6500;6565;6490;6550;1.19784E+13
18/11/2020;6550;6575;6540;6570;9.9789E+13
19/11/2020;6520;6640;6515;6615;1.47347E+14
20/11/2020;6640;6650;6550;6600;6.84685E+14
